"Customer No.",Company,Contact,Phone,Address,City,State,Zip,Type,"Sub Type",Country,Territory,"Address 2","Bookings YTD","Previous Years Bookings","Sub Type","Sales Rep 2"
"SEC0023   ","Schneider Electric Solar Inc.",,"                              ","13091 Vanier Place",Richmond,"BC                                                ","V6V 2J1        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ","Unit 100",0,41427.39,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"DAV94754  ","Seaspan Victoria Shipyards Co. Ltd.",,"(250)380-1602                 ","825 Admirals Road",Victoria,"BC                                                ","V9A 2P1        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"SLC003    ","Senso Lighting Inc.",,"(403)216-7043                 ","302 50 avenue SE",Calgary,"AB                                                ","T2G 2A9        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,1728.72,"                    ","ZOWSLEY             "
"SHR002    ","Shearwater Research Inc.",,"(604)669-9958                 ","100-10200 Shellbridge Way",Richmond,"BC                                                ","V6X 2W7        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,2607,"                    ","ZOWSLEY             "
"AL285567  ","Shermco Industries",,"(204)925-4022                 ","1375 Church Ave",Winnipeg,"MB                                                ","R2X 2T7        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","PRAIRIES            ",,0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"EM4014453 ","Shermco Industries",,"(306)949-8131                 ","1033 Kearns Cr.","RM of Sherwood","SK                                                ","S4K 0A2        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","PRAIRIES            ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"SPB005    ","Shift Clean Solutions Ltd",,"(778)819-1898                 ","1200 W 73rd Ave",Vancouver,"BC                                                ","V6P 6G5        ","CUSTOMER            ","                    ","Canada              ","BC                  ","Suite 606",0,22613.8,"                    ","ZOWSLEY             "
"CD1723    ","Signify Canada Ltd.",,"(604)888-6811                 ","19750 - 92A Avenue",Langley,"BC                                                ","V1M 3B3        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,17003,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"SEL0020   ","Silhouette Enclosures Ltd.",,"(604)513-5888                 ","30745 Marshall Road",Abbotsford,"BC                                                ","V2T 6J7        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"EM4006473 ","Simon Fraser University",,"(604)291-5780                 ","Payment Services, Discovery 1, Room 1625",Burnaby,"BC                                                ","V5A 4B5        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ","8999 Nelson Way",0,2000,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"SFU001    ","Simon Fraser University",,"(778)782-7500                 ","250 - 13450 102nd Ave.",Surrey,"BC                                                ","V3T 0A3        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ","Surrey Campus Central City",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"AL295772  ","Simson Maxwell",,"(250)562-2728                 ","1846 South Quinn Street","Prince George","BC                                                ","V2N 1X5        ","CUSTOMER            ","ZZ D FAIR PROSPECT  ","Canada              ","BC                  ",,0,925.72,"ZZ D FAIR PROSPECT  ","ZOWSLEY             "
"SIM002    ","Simson Maxwell",,"(250)756-7700                 ","#12 - 4131 Mostar Road",Nanaimo,"BC                                                ","V9T 6A6        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"SIM003    ","Simson Maxwell",,"(403)259-7324                 ","467 Exploration Ave. SE",Calgary,"AB                                                ","T3S 0B4        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,182.88,"                    ","ZOWSLEY             "
"CT4001056 ","Simson Maxwell (H/O)",,"(604)944-7100                 ","1605 Kebet Way","Port Coquitlam","BC                                                ","V3C 5W9        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ",,2298.72,9210.21,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"SIA006    ","Sirius Instrumentation and Controls Inc.",,"(780)436-6301                 ","4619 82 Avenue NW",Edmonton,"AB                                                ","T6B 0E5        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"STI008    ","SMART Technologies ULC",,"(403)235-1452                 ","3636 Research Road NW",Calgary,"AB                                                ","T2L 1Y1        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","ALBERTA             ",,0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"SMT008    ","SMPC Technologies",,"(778)827-1140                 ","101-7450 Lowland Drive",Burnaby,"BC                                                ","V5J 5A4        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,7671,"                    ","ZOWSLEY             "
"CT4001058 ","Softac Systems Ltd.",,"(604)888-9507                 ","#101 - 8701 Aitken Road",Chilliwack,"BC                                                ","V2R 4H5        ","CUSTOMER            ","ZZ TOP-100 (INSIDE) ","Canada              ","BC                  ",,0,712.68,"ZZ TOP-100 (INSIDE) ","ZOWSLEY             "
"SCS0011   ","Solution Control Systems Inc.",,"(780)485-9944                 ","15835 145 Avenue",Edmonton,"AB                                                ","T6V 0H8        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ",,0,26537.36,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"SEI0034   ","Sonictek Electronics Inc.",,"(236)454-6363                 ","6900 Graybar Rd, Unit 2325",Richmond,"BC                                                ","V6W 0A5        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,20641.68,"                    ","ZOWSLEY             "
"DAV203366 ","Spartan Controls Ltd.",,"(780)440-8305                 ","8403 - 51 Avenue                                  ","Edmonton                      ","AB                                                ","T6E 5L9        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ","                                                  ",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"SCL0035   ","Spartan Controls Ltd.",,"(403)273-5775                 ","60 - 11550 Barlow Trail NE",Calgary,"AB                                                ","T3N 1A7        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,20339.34,"                    ","ZOWSLEY             "
"DAV103096 ","Spartan Controls Ltd.     (H/O)",,"(403)207-0700                 ","305 - 27th Street SE",Calgary,"AB                                                ","T2A 7V2        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ",,0,675.84,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"SMS006    ","Specific Mechanical Systems Ltd.",,"(250)652-2111                 ","6848 Kirkpatrick Cres.",Saanichton,"BC                                                ","V8M 1Z9        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ",,0,8809,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"SPC0588   ","SprayTest Controls Inc.",,"(306)859-1200                 ","411 Railway Avenue",Beechy,"SK                                                ","S0L 0C0        ","CUSTOMER            ","5. QUALIFIED LOW    ","Canada              ","PRAIRIES            ","PO Box 269",0,0,"5. QUALIFIED LOW    ","ZOWSLEY             "
"CT931     ","Standard Aero Ltd.                 (H/O)          ",,"(204)775-9711                 ","33 Allen Dyne Road                                ","Winnipeg                      ","MB                                                ","R3H 1A1        ","CUSTOMER            ","ZZ A $KEY ACCOUNT$  ","Canada              ","PRAIRIES            ","                                                  ",0,0,"ZZ A $KEY ACCOUNT$  ","ZOWSLEY             "
"STM002    ","StarFish Medical",,"(250)388-3537                 ","455 Boleskine Road",Victoria,"BC                                                ","V8Z 1E7        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,880.74,"                    ","ZOWSLEY             "
"SCL0032   ","Steelhaus Technologies Canada Ltd.",,"(587)323-8135                 ","Unit 350, 520 - 5th Avenue SW",Calgary,"AB                                                ","T2P 3R7        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,5946.92,"                    ","ZOWSLEY             "
"STC0028   ","Steelhaus Technologies Canada Ltd.",,"(587)719-1114                 ","7679 Edgar Industrial Court","Red Deer","AB                                                ","T4P 4E2        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","Bay 3 and 4",1799.2,5490.3,"                    ","ZOWSLEY             "
"STS0022   ","Stellar Solutions","Robert Smibert","(866)645-5087                 ","#2 52210 Range Road 232","Sherwood Park","AB                                                ","T8B 1B9        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"SEM003    ","Stockdales Electric Motor Corporation",,"(306)352-4505                 ","1441 Fleury Street",Regina,"SK                                                ","S4N 7N5        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","PRAIRIES            ",,1064.69,305436.57,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"TP2313    ","Stream Flo Industries Ltd.",,"(780)468-6789                 ","4505 - 74th Avenue",Edmonton,"AB                                                ","T6B 2H5        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ",,0,34944,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"STG004    ","Strike Group","Curtis Tulloch","(780)778-8945                 ","594066 Range Rd 125A",Whitecourt,"AB                                                ","T7S 1N8        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","Box 839 Stn Main",0,924.56,"                    ","ZOWSLEY             "
"STE009    ","Strike Group  (H/O)",,"(403)258-2244                 ","Bay 135, 3953 - 112 Avenue SE",Calgary,"AB                                                ","T2C 0J4        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,2773.68,"                    ","ZOWSLEY             "
"STS008    ","Struthers Technical Solutions Ltd. H/O",,"(778)476-5833                 ","#3, 1101 Main Street",Penticton,"BC                                                ","V2A 5E6        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ",,0,1561.3,"3. GOOD PROSPECT    ","ZOWSLEY             "
"DAV85132  ",Suncor,,"(403)269-8783                 ","PO Box 38,  Accts Payable",Calgary,"AB                                                ","T2P 2V5        ","CUSTOMER            ","ZZ$EXISTING ACCOUNT$","Canada              ","ALBERTA             ","112,  4th Avenue S.W.",0,0,"ZZ$EXISTING ACCOUNT$","ZOWSLEY             "
"SOS0011   ","Swift Oilfield Supply Incorporated",,"(780)874-6832                 ","5114 - 63 Street",Lloydminster,"AB                                                ","T9V 2E6        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"SOS0012   ","Swift Oilfield Supply Incorporated",,"(780)675-2678                 ","5902 Alexander Avenue",Athabasca,"AB                                                ","T9S 0A1        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"SDY91559  ","Syncrude Canada Ltd.               (H/O)          ",,"(780)790-7593                 ","Accounts Payable                                  ","Fort McMurray                 ","AB                                                ","T9H 3N6        ","CUSTOMER            ","ZZ TOP-100 (INSIDE) ","Canada              ","ALBERTA             ","PO Bag 4020                                       ",0,899.08,"ZZ TOP-100 (INSIDE) ","ZOWSLEY             "
"DAV197751 ","Synergy Engineering Ltd.",,"(604)464-3663                 ","135 Glacier Street",Coquitlam,"BC                                                ","V3K 5Z1        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,5245.32,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"OLF001    ","Synovus Solutions Inc.",,"(778)232-6780                 ","314-55 Water Street",Vancouver,"BC                                                ","V6B 1A1        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"TAI006    ","Tamarack Industries","Rick Watson","(204)885-5800                 ","Division of Eljo Industries Inc.",Winnipeg,"MB                                                ","R3H 0V3        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","PRAIRIES            ","1205 Sherwin Road",0,0,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"TEC0048   ","TC Energy Corporation",,"(800)661-3805                 ","1401 Veterans Boulevard NE",Airdrie,"AB                                                ","T4A 2G7        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","Airdrie Service Centre",0,3232.32,"                    ","ZOWSLEY             "
"EM4013064 ","TD Micronic Inc.",,"(604)594-9191                 ","201 - 14770  64th Ave.",Surrey,"BC                                                ","V3S 1X7        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"TPS004    ","Team Power Solutions",,"(306)384-5552                 ","#30 - 318 Gladstone Crescent",Saskatoon,"SK                                                ","S7P 0C7        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","PRAIRIES            ",,421.72,182768.97,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"TEL0037   ","Techtree Engineering Ltd.",,"(780)214-8778                 ","3801A - 51 Avenue",Lloydminster,"AB                                                ","T9V 2C3        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,382.2,"                    ","ZOWSLEY             "
"EM4014625 ","Telus                                             ",,"(780)492-2080                 ","5506 - 92C Avenue                                 ","Edmonton                      ","AB                                                ","T6B 2K6        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","ALBERTA             ","                                                  ",0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"TEL0029   ","Telus - Field Service (Vegreville)",,"                              ","5013 51 Avenue",Vegreville,"AB                                                ","T9C 1R1        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"TCI0022   ","TELUS Communications Inc.",,"(250)388-8887                 ","2002 Enterprise Way",Kelowna,"BC                                                ","V1Y 9S9        ","CUSTOMER            ","                    ","Canada              ","BC                  ","Floor 02",0,7140,"                    ","ZOWSLEY             "
"TCI0012   ","Telus Communications Inc. (H/O)",,"(780)493-7311                 ","PO Box 1830 / Accounts Payable",Edmonton,"AB                                                ","T5J 2P2        ","CUSTVEND            ","                    ","Canada              ","ALBERTA             ","Stn. Main Edmonton",282.24,825.64,"                    ","ZOWSLEY             "
"TCI0031   ","TesTneT Canada Inc.",,"(604)244-6551                 ","9669 201 Street",Langley,"BC                                                ","V1M 3E7        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,1646.4,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"CTT001    ","Thermon Heating Systems",,"(780)466-3178                 ","5918 Roper Road",Edmonton,"AB                                                ","T6B 3E1        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,119401.8,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"CT4000562 ","Thomson Power Systems",,"(604)888-0110                 ","4916 - 275 Street",Langley,"BC                                                ","V4W 0A3        ","CUSTVEND            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ",,538578,723309.47,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"CHG004    ","Toyo Pumps",,"(604)298-1213                 ","1550 Brigantine Drive",Coquitlam,"BC                                                ","V3K 7C1        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,17948,"                    ","ZOWSLEY             "
"TRC005    ","TransAlta Corporation",,"(780)936-3446                 ","110 - 12 Avenue SW",Calgary,"AB                                                ","T2R 0G7        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"TRP009    ","TransCanada Pipelines",,"(780)402-4069                 ","#10, 11427 - 98 Ave.","Grand Prairie","AB                                                ","T8V 5S5        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"TAE002    ","Triple A Electric",Alvin,"(403)346-6156                 ","6209-46 Ave","Red Deer","AB                                                ","T4N 6Z1        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"CT4004664 ",TRIUMF,,"(604)222-1047                 ","4004 Wesbrook Mall",Vancouver,"BC                                                ","V6T 2A3        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ","Att'n: Accounts Payable",0,930,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"TPS009    ","Tundra Petroleum Services Ltd.",,"(403)314-4474                 ","35822 RR285","Red Deer County","AB                                                ","T4E 0N3        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,6625.9,"                    ","ZOWSLEY             "
"TPX100342 ","Underwriters Laboratories of Canada",,"(604)214-9555                 ","130-13775 Commerce Pkwy",Richmond,"BC                                                ","V6V 2V4        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"ULO004    ","Underwriters Laboratories of Canada Inc.",,"                              ","1040 Parsons Road SW",Edmonton,"AB                                                ","T6X 0J4        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"BP1221547 ","Unit Electrical Engineering Ltd.",,"(250)497-5254                 ","1406 Maple Street","Okanagan Falls","BC                                                ","V0H 1R2        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ",,14036.34,173132.19,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"BP1177363 ","University of Alberta",,"(780)492-4668                 ","116 Street & 85th Avenue",Edmonton,"AB                                                ","T6G 2R3        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","Supply Management Services",0,1500.96,"                    ","ZOWSLEY             "
"CT4004371 ","University of Alberta",,"(780)492-3332                 ","E3-012 ETLC, Electrical & Computer Engineering",Edmonton,"AB                                                ","T6G 2R3        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","116 Street & 85 Avenue",0,1600,"                    ","ZOWSLEY             "
"UOA009    ","University Of Alberta",,"(780)492-1858                 ","Edmonton Clinic Health Academy",Edmoton,"AB                                                ","T6G 1C9        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","11405-87 Ave NW",0,0,"                    ","ZOWSLEY             "
"UOA002    ","University of Alberta","Chris Ouellette","(780)718-3317                 ","6004,  118st NW",Edmonton,"AB                                                ","T6G 2E1        ","PROSPECT            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ","Poulty Research",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"CT4001063 ","University of British Columbia",,"(604)822-3853                 ","6224 Agricultural Road",Vancouver,"BC                                                ","V6T 1Z1        ","CUSTOMER            ","ZZ$EXISTING ACCOUNT$","Canada              ","BC                  ","Physics & Astronomy Department",0,0,"ZZ$EXISTING ACCOUNT$","ZOWSLEY             "
"CT4001558 ","University of British Columbia                    ",,"(604)822-2676                 ","6-6350 Stores Road","Vancouver                     ","BC                                                ","V6T 1Z4        ","CUSTOMER            ","ZZ$EXISTING ACCOUNT$","Canada              ","BC                  ","Materials Engineering Department",0,0,"ZZ$EXISTING ACCOUNT$","ZOWSLEY             "
"CT4004613 ","University of British Columbia                    ",,"(604)822-3857                 ","#176 - 2360 East Mall","Vancouver                     ","BC                                                ","V6T 1Z3        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ","Chemical & Biological Engineering",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"CT4005096 ","University of British Columbia                    ",,"(604)822-2614                 ","2036 Main Mall","Vancouver                     ","BC                                                ","V6T 1Z1        ","CUSTOMER            ","ZZ$EXISTING ACCOUNT$","Canada              ","BC                  ","Department of Chemistry",140,0,"ZZ$EXISTING ACCOUNT$","ZOWSLEY             "
"EM4006166 ","University of British Columbia                    ",,"(604)822-2781                 ","6250 Applied Science Lane","Vancouver                     ","BC                                                ","V6T 1Z4        ","CUSTOMER            ","ZZ$EXISTING ACCOUNT$","Canada              ","BC                  ","Mechanical Engineering Department",0,1082,"ZZ$EXISTING ACCOUNT$","ZOWSLEY             "
"EM4006248 ","University of British Columbia                    ",,"(604)822-3032                 ","6250 Applied Science Lane","Vancouver                     ","BC                                                ","V6T 1Z4        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","BC                  ","Civil Enginering Department",0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"EM4006475 ","University of British Columbia                    ",,"(604)822-3266                 ","6174 University Blvd.","Vancouver                     ","BC                                                ","V6T 1Z3        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","BC                  ","Chemistry Department",0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"EM4014505 ","University of British Columbia                    ",,"(604)822-3664                 ","2355 East Mall (Brimcombe Bldg)","Vancouver                     ","BC                                                ","V6T 1Z4        ","CUSTOMER            ","ZZ$EXISTING ACCOUNT$","Canada              ","BC                  ","                                                  ",0,0,"ZZ$EXISTING ACCOUNT$","ZOWSLEY             "
"TPX100313 ","University of British Columbia",,"(604)822-2872                 ","2356 Main Mall - Room 112B",Vancouver,"BC                                                ","V6T 1Z4        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ","Electrical & Computer Eng'g - MacLeod Bldg.",0,3298,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"UOB0011   ","University of British Columbia",,"(250)807-9920                 ","School of Engineering",Kelowna,"BC                                                ","V1V 1V7        ","CUSTOMER            ","                    ","Canada              ","BC                  ","1137 Alumni Ave",0,2163.34,"                    ","ZOWSLEY             "
"UOB002    ","University of British Columbia",,"(604)822-2233                 ","2075 Wesbrook Mall, 1st Floor",Vancouver,"BC                                                ","V6T 1Z1        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ","Supply Management",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"UOB005    ","University of British Columbia",,"(604)822-6451                 ","6224 Agricultural Rd, Hennings Bldg",Vancouver,"BC                                                ","V6T 1Z1        ","CUSTOMER            ","                    ","Canada              ","BC                  ","Engineering Physics, Room 333A",0,18156.13,"                    ","ZOWSLEY             "
"UOB007    ","University of British Columbia",,"(604)822-1805                 ","2329 West Mall - Building Operations",Vancouver,"BC                                                ","V6T 1Z4        ","CUSTOMER            ","                    ","Canada              ","BC                  ","University Services Building",0,1626.8,"                    ","ZOWSLEY             "
"UOB009    ","University of British Columbia",,"(604)790-0655                 ","6190 Agronomy Road, 5th Floor",Vancouver,"BC                                                ","V6T 1Z3        ","CUSTOMER            ","                    ","Canada              ","BC                  ","Financial Operations / Accounts Payable",0,0,"                    ","ZOWSLEY             "
"UOB004    ","University of British Columbia","Wilson Eberle","(250)807-8630                 ","3333 University Way",Kelowna,"BC                                                ","V1V 1Y7        ","CUSTOMER            ","                    ","Canada              ","BC                  ","School of Engineering",0,0,"                    ","ZOWSLEY             "
"BP1119292 ","University of Calgary",,"(403)220-5751                 ","Financial Services / A/P",Calgary,"AB                                                ","T2N 1N4        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ","2500 University Drive NW",0,1065.53,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"CT4001512 ","University of Lethbridge                          ",,"(403)329-2297                 ","4401 University Drive                             ","Lethbridge                    ","AB                                                ","T1K 3M4        ","CUSTOMER            ","5. QUALIFIED LOW    ","Canada              ","ALBERTA             ","                                                  ",0,0,"5. QUALIFIED LOW    ","ZOWSLEY             "
"EM4011501 ","University of Manitoba",,"(204)474-9241                 ","E1-368 Engineering Bldg",Winnipeg,"MB                                                ","R3T 5V6        ","CUSTOMER            ","                    ","Canada              ","PRAIRIES            ","15 Gillson Street",0,0,"                    ","ZOWSLEY             "
"UOM001    ","University of Manitoba",,"(204)474-8463                 ","75 Chancellor's Circle, E2-390 EITC",Winnipeg,"MB                                                ","R3T 2N2        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","PRAIRIES            ","Dept. of Elect. & Comp. Eng.",0,777,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"UOM003    ","University of Manitoba",,"                              ","Supplier Payment Services",Winnipeg,"MB                                                ","R3T 2N2        ","CUSTOMER            ","                    ","Canada              ","PRAIRIES            ","414 Administration Bldg.",0,5857,"                    ","ZOWSLEY             "
"UOM006    ","University of Manitoba",,"(204)474-9603                 ","E2-390 EITC Building, Fort Gary Campus",Winnipeg,"MB                                                ","R3T 2N2        ","PROSPECT            ","                    ","Canada              ","PRAIRIES            ","Electrical & Computer Engineering",0,0,"                    ","ZOWSLEY             "
"EM4011200 ","University of Northern British Columbia           ",,"(250)960-5500                 ","3333 University Way                               ","Prince George                 ","BC                                                ","V2N 4Z9        ","CUSTOMER            ","5. QUALIFIED LOW    ","Canada              ","BC                  ","Att'n: Accounts Payable",0,0,"5. QUALIFIED LOW    ","ZOWSLEY             "
"EM4011504 ","University of Regina                              ",,"(306)585-4111                 ","#100- 3737 Wascana Parkway                        ","Regina                        ","SK                                                ","S4S 0A2        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","PRAIRIES            ","Faculty of Engineering                            ",0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"CT4005967 ","University of Saskatchewan",,"(306)966-5416                 ","Engineering Building",Saskatoon,"SK                                                ","S7N 5A9        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","PRAIRIES            ","57 Campus Drive",0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"DAV124758 ","University of Saskatchewan                        ",,"(306)966-4500                 ","Facilities Management                             ","Saskatoon                     ","SK                                                ","S7N 5C5        ","CUSTOMER            ","ZZ D FAIR PROSPECT  ","Canada              ","PRAIRIES            ","110 Maintenance Road                              ",0,0,"ZZ D FAIR PROSPECT  ","ZOWSLEY             "
"EM4009049 ","University of Saskatchewan",,"(306)966-6074                 ","Saskatchewan Accele Laboratory                    ","Saskatoon                     ","SK                                                ","S7N 0W0        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","PRAIRIES            ","                                                  ",0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"UOT005    ","University of the Fraser Valley","Peter Mulhern","(604)504-7441                 ","UFV Accounts Payable",Abbotsford,"BC                                                ","V2S 7M8        ","CUSTOMER            ","                    ","Canada              ","BC                  ","33844 King Road",0,0,"                    ","ZOWSLEY             "
"UOT006    ","University of the Fraser Valley","Myles Andrew","(888)504-7441                 ","5579 Tyson Rd.",Chilliwack,"BC                                                ","V2R 0H9        ","PROSPECT            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"CT4001617 ","University of Victoria                            ",,"(250)721-7694                 ","PO Box 3055 Stn CSC","Victoria                      ","BC                                                ","V8W 3P6        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","BC                  ","Rm 108 Eng off Wing",0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"UOV001    ","University of Victoria",,"(250)721-8326                 ","Box 1700 Stn CSC",Victoria,"BC                                                ","V8W 2Y2        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ","Purchasing Services",0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"UOV002    ","University of Victoria",,"(250)721-8373                 ","Room 120, McKinnon Building",Victoria,"BC                                                ","V8P 5C2        ","CUSTOMER            ","                    ","Canada              ","BC                  ","3800 Finnerty Road",0,0,"                    ","ZOWSLEY             "
"VCC002    ","Vancouver Career College",,"(866)306-6766                 ","100-5021 Kingsway",Burnaby,"BC                                                ","V5H 4A5        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
